,nom,prenom,age,taille,poids,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,sexe_F,sexe_H,sport_licence_non,sport_licence_oui,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_non,smoker_oui,nationalité_francaise_non,nationalité_francaise_oui,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
111,750,279,40,169.0,63.5,2,2140,3.0,0.09,2020-02-01,574.0,798.03,500.0,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
112,747,306,73,178.7,79.1,1,2777,3.0,0.32,2023-07-07,358.0,1172.07,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
113,155,96,56,181.1,72.0,3,1075,3.0,0.41,2020-01-04,574.0,10000.0,10667.772211678155,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
114,615,159,36,174.3,56.6,0,3619,1.0,0.43,2023-01-15,574.0,10000.0,13279.43790734672,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
115,783,3,34,174.1,67.6,2,2597,1.0,0.3,2023-11-03,574.0,1552.97,14865.32774958236,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
116,952,33,29,178.3,77.1,0,3152,2.0,0.88,2020-03-12,574.0,5000.0,2426.265552876417,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
117,707,26,25,164.8,42.6,0,3243,3.0,0.56,2021-02-03,483.0,522.19,500.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
118,897,656,59,172.1,66.4,4,1484,3.0,0.25,2022-12-09,486.0,5000.0,17717.330429437272,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
119,374,304,41,165.8,82.8,2,1797,3.0,0.31,2024-03-11,574.0,283.86,10146.957094539635,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
120,747,31,74,151.8,51.9,2,2986,0.0,0.74,2020-12-19,574.0,5000.0,11837.808210233152,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
121,52,124,24,165.3,66.9,0,1930,3.0,0.32,2024-11-14,599.0,948.83,10379.81877962131,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
122,14,166,73,166.9,69.0,0,4771,0.0,0.47,2020-12-20,630.0,5000.0,19719.5017886146,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
123,388,352,60,167.8,39.7,0,2600,2.0,0.26,2023-09-09,574.0,10000.0,500.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
124,331,47,22,189.5,92.8,2,1878,3.0,0.93,2020-08-09,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
125,290,320,75,160.8,68.2,2,4778,0.0,0.64,2024-05-06,614.0,5000.0,8980.312053464007,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
126,873,84,75,160.7,89.3,1,2248,0.0,0.02,2023-04-30,574.0,10000.0,500.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
127,141,80,41,163.7,84.2,1,3039,3.0,0.92,2022-04-16,574.0,883.63,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
128,560,614,40,171.7,58.2,1,1899,5.0,0.11,2020-10-18,342.0,5000.0,500.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
129,186,472,39,163.6,40.5,0,3230,3.0,0.31,2024-09-03,574.0,10000.0,500.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
130,808,656,47,179.2,67.9,0,3789,3.0,0.68,2020-07-06,377.0,5000.0,18509.20677497533,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
131,522,605,57,174.0,83.7,1,4207,1.0,0.78,2023-06-04,718.0,5000.0,21549.82401911197,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
132,31,296,69,181.4,37.9,1,1435,3.0,0.24,2021-08-07,304.0,5000.0,500.0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
133,516,124,32,172.4,46.2,3,1861,3.0,0.78,2020-08-13,574.0,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
134,431,349,74,179.6,79.9,2,1998,3.0,0.59,2023-05-03,774.0,5000.0,500.0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
135,137,158,55,185.8,54.9,4,602,4.0,0.35,2023-11-24,574.0,10000.0,5428.047793885788,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
136,91,296,40,177.6,85.5,3,3474,4.0,0.71,2021-03-04,496.0,1278.27,16752.789752354092,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
137,298,611,56,160.5,66.6,4,1908,5.0,0.47,2024-12-22,318.0,5000.0,20423.84320730014,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
138,839,148,57,176.5,77.0,4,1176,0.0,0.32,2020-06-29,574.0,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
139,725,363,38,160.2,57.8,0,3112,3.0,0.7,2020-12-18,822.0,623.38,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
140,129,560,33,167.5,38.5,3,2377,3.0,0.44,2022-05-18,646.0,5000.0,18901.259369115334,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
142,489,475,59,174.4,62.1,1,2448,3.0,0.33,2020-03-25,574.0,10000.0,500.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
143,383,552,41,172.6,62.4,2,4319,5.0,0.08,2020-01-27,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
144,701,287,43,153.2,69.8,2,4897,0.0,0.27,2023-09-14,768.0,10000.0,35962.04802835945,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
145,15,524,45,168.0,58.7,1,4231,2.0,0.06,2021-10-03,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
146,768,175,61,167.0,57.3,4,2261,3.0,0.73,2023-01-13,762.0,734.6,24528.671120857394,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
147,846,511,21,162.0,79.6,0,645,4.0,0.03,2025-01-08,818.0,10000.0,500.0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
148,115,48,22,160.4,73.5,3,3191,3.0,0.74,2020-02-06,574.0,10000.0,3639.7413556351794,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
