,age,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,sport_licence_non,sport_licence_oui,smoker_non,smoker_oui,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf,imc
61,37,3,3072,3.0,0.56,2022-01-23,373.0,5000.0,21531.409941811824,True,False,True,False,True,False,False,False,27.866948978894882
62,34,0,2537,0.0,0.97,2025-04-03,574.0,10000.0,500.0,True,False,False,True,False,True,False,False,24.728861010993338
63,37,3,4525,2.0,0.81,2024-12-10,761.0,949.24,10946.391315339892,True,False,True,False,False,False,False,True,27.516997594769318
64,30,3,1295,3.0,0.52,2020-05-02,574.0,5000.0,500.0,True,False,True,False,False,False,False,True,31.689811255784893
65,75,4,1859,4.0,0.02,2021-10-06,574.0,547.03,500.0,False,True,False,True,True,False,False,False,21.21838931334544
66,34,2,1566,5.0,0.28,2020-05-22,418.0,5000.0,1992.4825524566772,False,True,False,True,True,False,False,False,20.255584234120594
67,55,1,3929,5.0,0.4,2025-05-29,506.0,5000.0,15002.912094814255,False,True,False,True,False,False,True,False,30.95824885575884
68,32,0,3770,3.0,0.4,2022-11-08,574.0,5000.0,500.0,False,True,False,True,False,True,False,False,39.86936833031844
69,71,0,4747,3.0,0.12,2020-11-04,400.0,5000.0,500.0,False,True,False,True,False,False,True,False,23.423979900335695
70,44,3,3214,2.0,0.82,2020-04-25,402.0,5000.0,10488.968596578909,True,False,False,True,False,False,True,False,19.6887423912311
71,70,4,4602,3.0,0.36,2025-02-04,574.0,5000.0,28770.26971420019,False,True,False,True,False,True,False,False,26.403392783515617
72,60,2,3203,3.0,0.12,2020-08-29,440.0,944.44,500.0,True,False,True,False,False,False,False,True,24.56144557913963
73,70,4,3865,3.0,0.52,2024-07-06,574.0,1128.66,37282.162849122215,True,False,True,False,True,False,False,False,28.285263671119054
74,54,0,1851,2.0,0.67,2023-10-12,574.0,348.33,10767.439217607673,False,True,True,False,False,False,True,False,23.194226421792234
75,61,3,1598,3.0,0.39,2024-06-24,321.0,10000.0,24759.669493278125,False,True,True,False,False,False,True,False,32.14003451762262
76,56,0,1770,3.0,0.83,2022-11-08,352.0,185.52,4161.441442592443,True,False,True,False,False,False,False,True,19.558644494304765
77,33,3,1083,4.0,0.49,2022-01-29,574.0,10000.0,20879.755904736496,False,True,True,False,False,False,True,False,31.17744211205406
78,63,4,3127,3.0,0.17,2023-06-10,574.0,5000.0,14801.426364952236,True,False,False,True,False,False,False,False,16.653978626603873
79,33,1,3041,1.0,0.66,2021-03-13,574.0,627.58,11145.183005926978,False,True,False,True,False,False,True,False,11.38609192889506
80,34,4,2741,0.0,0.6,2022-07-22,573.0,5000.0,500.0,False,True,False,True,False,True,False,False,30.712484474387445
81,47,4,3059,2.0,0.69,2022-02-05,574.0,5000.0,28698.200373046937,False,True,False,True,False,False,False,True,21.125684978924273
82,26,0,2663,2.0,0.51,2023-11-30,843.0,748.46,500.0,False,True,False,True,False,False,False,False,22.78244036777284
83,46,4,3361,3.0,0.65,2020-08-18,574.0,10000.0,16872.53990370362,True,False,False,True,False,False,True,False,23.526077097505674
84,40,4,2530,3.0,0.7,2024-02-29,454.0,10000.0,500.0,True,False,False,True,False,True,False,False,34.32831618159803
85,43,4,2660,3.0,0.53,2020-03-04,837.0,926.62,37114.160550787055,False,True,True,False,False,False,False,True,26.46706933513258
86,55,4,500,4.0,0.97,2020-09-26,718.0,559.26,29358.17769561137,False,True,True,False,False,False,False,False,28.21017710349185
87,18,0,2023,0.0,0.89,2023-01-16,574.0,1032.32,500.0,False,True,False,True,False,False,True,False,30.81025810647708
88,62,2,904,5.0,0.29,2021-08-15,561.0,1065.43,6712.726721442828,True,False,True,False,False,False,True,False,26.278203115532868
89,45,4,568,4.0,0.51,2023-07-13,574.0,10000.0,500.0,True,False,True,False,False,False,False,True,22.841624632194897
90,29,1,3624,0.0,0.21,2025-04-01,574.0,1073.5,500.0,True,False,False,True,False,False,False,True,22.642094618544238
91,30,3,2285,3.0,0.07,2021-09-27,574.0,5000.0,24341.03004691129,False,True,True,False,False,False,True,False,18.65699847033228
92,74,3,1823,0.0,0.26,2024-02-06,574.0,5000.0,9958.305010076558,True,False,False,True,False,False,False,True,37.56260270411531
93,42,0,2040,3.0,0.29,2022-10-18,521.0,10000.0,15699.8867602253,False,True,True,False,False,False,False,False,23.769765652622414
95,41,2,2321,1.0,0.53,2021-12-25,574.0,5000.0,15785.751255071553,True,False,True,False,False,False,True,False,20.359866853919506
96,30,3,5481,3.0,0.08,2024-12-09,307.0,5000.0,22240.901666635506,False,True,False,True,False,True,False,False,22.414947122235663
97,23,1,3627,3.0,0.77,2022-10-08,574.0,5000.0,500.0,False,True,False,True,False,False,False,True,27.405237175033186
98,74,2,1216,1.0,0.79,2024-10-29,574.0,5000.0,11292.029477601953,True,False,True,False,False,True,False,False,20.938335585277297
99,22,1,1731,2.0,0.25,2021-11-18,574.0,5000.0,4529.690297241665,False,True,False,True,False,True,False,False,17.70083102493075
100,71,0,4762,4.0,0.03,2023-05-04,396.0,1486.62,500.0,True,False,True,False,False,False,False,False,15.223324107450335
101,41,2,3480,3.0,0.86,2020-02-22,574.0,10000.0,17264.275901828485,False,True,True,False,False,True,False,False,23.755218419470946
102,18,0,4463,3.0,0.15,2022-11-23,747.0,5000.0,500.0,True,False,True,False,False,False,True,False,26.059151099350597
103,18,4,1668,3.0,0.83,2023-03-06,514.0,1149.82,25390.88273988203,True,False,True,False,False,True,False,False,21.125210182145878
104,36,1,974,3.0,0.18,2022-06-05,574.0,650.62,500.0,True,False,False,True,False,False,False,False,19.542877712705852
105,41,3,1993,3.0,0.47,2025-01-19,384.0,5000.0,1281.9229939424142,True,False,False,True,False,True,False,False,41.05814633628685
106,59,0,3359,3.0,0.58,2020-08-22,574.0,5000.0,500.0,True,False,False,True,True,False,False,False,30.626887234485626
107,18,2,2863,3.0,0.34,2020-01-03,574.0,1064.25,4124.384923241231,False,True,False,True,False,False,False,False,29.808101397287725
108,52,1,2217,3.0,0.59,2022-07-03,574.0,5000.0,1703.2091550614111,True,False,False,True,False,False,False,True,14.683377072112195
109,44,3,3603,3.0,0.34,2023-06-23,574.0,5000.0,18161.86602584039,False,True,False,True,False,False,True,False,33.2912481705517
110,64,4,3097,3.0,0.83,2024-10-13,574.0,5000.0,500.0,True,False,True,False,False,False,True,False,24.53799081558448
111,40,2,2140,3.0,0.09,2020-02-01,574.0,798.03,500.0,True,False,True,False,True,False,False,False,22.23311508700676
112,73,1,2777,3.0,0.32,2023-07-07,358.0,1172.07,500.0,True,False,False,True,False,True,False,False,24.770078246516455
113,56,3,1075,3.0,0.41,2020-01-04,574.0,10000.0,10667.772211678155,True,False,True,False,False,False,False,False,21.95308686318135
114,36,0,3619,1.0,0.43,2023-01-15,574.0,10000.0,13279.43790734672,True,False,True,False,False,False,False,False,18.63037758772159
115,34,2,2597,1.0,0.3,2023-11-03,574.0,1552.97,14865.32774958236,False,True,True,False,False,False,False,True,22.302274337109434
116,29,0,3152,2.0,0.88,2020-03-12,574.0,5000.0,2426.265552876417,False,True,True,False,True,False,False,False,24.252230749123406
117,25,0,3243,3.0,0.56,2021-02-03,483.0,522.19,500.0,True,False,True,False,True,False,False,False,15.685385050428879
118,59,4,1484,3.0,0.25,2022-12-09,486.0,5000.0,17717.330429437272,False,True,False,True,False,False,False,False,22.418489041106533
119,41,2,1797,3.0,0.31,2024-03-11,574.0,283.86,10146.957094539635,False,True,True,False,False,True,False,False,30.120438099589514
120,74,2,2986,0.0,0.74,2020-12-19,574.0,5000.0,11837.808210233152,True,False,False,True,False,True,False,False,22.52287438745593
121,24,0,1930,3.0,0.32,2024-11-14,599.0,948.83,10379.81877962131,False,True,True,False,False,False,True,False,24.483889490921747
122,73,0,4771,0.0,0.47,2020-12-20,630.0,5000.0,19719.5017886146,True,False,True,False,False,False,False,True,24.770593787032485
123,60,0,2600,2.0,0.26,2023-09-09,574.0,10000.0,500.0,True,False,True,False,False,False,True,False,14.099593562345772
124,22,2,1878,3.0,0.93,2020-08-09,574.0,5000.0,500.0,True,False,True,False,False,True,False,False,25.842203827597967
125,75,2,4778,0.0,0.64,2024-05-06,614.0,5000.0,8980.312053464007,True,False,True,False,True,False,False,False,26.376203559317837
126,75,1,2248,0.0,0.02,2023-04-30,574.0,10000.0,500.0,False,True,False,True,True,False,False,False,34.57957930630963
127,41,1,3039,3.0,0.92,2022-04-16,574.0,883.63,500.0,True,False,False,True,False,False,False,False,31.42061871750887
128,40,1,1899,5.0,0.11,2020-10-18,342.0,5000.0,500.0,True,False,False,True,False,False,False,True,19.741602102243185
129,39,0,3230,3.0,0.31,2024-09-03,574.0,10000.0,500.0,True,False,False,True,True,False,False,False,15.131724463627071
130,47,0,3789,3.0,0.68,2020-07-06,377.0,5000.0,18509.20677497533,False,True,True,False,False,True,False,False,21.14432198660715
131,57,1,4207,1.0,0.78,2023-06-04,718.0,5000.0,21549.82401911197,False,True,True,False,True,False,False,False,27.64565992865636
132,69,1,1435,3.0,0.24,2021-08-07,304.0,5000.0,500.0,False,True,False,True,True,False,False,False,11.517670355157545
133,32,3,1861,3.0,0.78,2020-08-13,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,15.54416696723209
134,74,2,1998,3.0,0.59,2023-05-03,774.0,5000.0,500.0,False,True,False,True,False,True,False,False,24.770462448102936
135,55,4,602,4.0,0.35,2023-11-24,574.0,10000.0,5428.047793885788,False,True,False,True,False,False,False,True,15.903068336266758
136,40,3,3474,4.0,0.71,2021-03-04,496.0,1278.27,16752.789752354092,False,True,False,True,True,False,False,False,27.10692111029949
137,56,4,1908,5.0,0.47,2024-12-22,318.0,5000.0,20423.84320730014,True,False,True,False,False,False,True,False,25.853786356887063
138,57,4,1176,0.0,0.32,2020-06-29,574.0,5000.0,500.0,True,False,False,True,False,False,True,False,24.717315763708886
139,38,0,3112,3.0,0.7,2020-12-18,822.0,623.38,500.0,True,False,False,True,False,True,False,False,22.52178534634454
140,33,3,2377,3.0,0.44,2022-05-18,646.0,5000.0,18901.259369115334,False,True,True,False,False,False,False,True,13.722432613054131
142,59,1,2448,3.0,0.33,2020-03-25,574.0,10000.0,500.0,False,True,False,True,False,False,False,True,20.417315461661477
143,41,2,4319,5.0,0.08,2020-01-27,574.0,5000.0,500.0,True,False,False,True,True,False,False,False,20.946092009737246
144,43,2,4897,0.0,0.27,2023-09-14,768.0,10000.0,35962.04802835945,False,True,True,False,False,False,False,True,29.739789622943785
145,45,1,4231,2.0,0.06,2021-10-03,574.0,5000.0,500.0,True,False,True,False,False,False,True,False,20.79790249433107
146,61,4,2261,3.0,0.73,2023-01-13,762.0,734.6,24528.671120857394,True,False,False,True,False,False,False,False,20.545734877550288
147,21,0,645,4.0,0.03,2025-01-08,818.0,10000.0,500.0,True,False,False,True,False,False,False,True,30.330742264898635
148,22,3,3191,3.0,0.74,2020-02-06,574.0,10000.0,3639.7413556351794,False,True,True,False,False,False,False,True,28.56791935373536
149,75,3,2452,4.0,0.49,2023-12-18,380.0,5000.0,500.0,True,False,True,False,False,False,True,False,24.890799067993136
150,60,3,2571,2.0,0.41,2020-04-15,574.0,10000.0,33049.468422152735,False,True,True,False,False,False,False,False,29.486336884551537
151,44,2,4154,3.0,0.76,2022-01-18,574.0,5000.0,10656.8885958248,True,False,True,False,True,False,False,False,25.733333333333334
152,21,2,969,3.0,0.02,2024-12-02,574.0,731.72,500.0,False,True,True,False,False,False,True,False,15.109376124899228
153,29,1,3121,1.0,0.72,2022-07-10,701.0,5000.0,7051.1771065952,True,False,False,True,True,False,False,False,24.08155535917182
154,25,3,3384,3.0,0.65,2020-08-01,630.0,10000.0,500.0,True,False,True,False,False,True,False,False,29.939240739405005
155,68,0,2285,1.0,0.21,2020-12-16,792.0,10000.0,2724.919805153449,False,True,True,False,True,False,False,False,16.43724347717812
156,27,4,2483,2.0,0.99,2025-02-20,666.0,33.29,26282.620988748466,False,True,False,True,False,False,False,False,21.110373476685503
157,72,1,2466,3.0,0.16,2022-01-16,801.0,5000.0,5070.610961595275,True,False,True,False,False,False,False,True,25.979449527028343
158,72,4,2684,3.0,0.78,2021-12-04,574.0,5000.0,15080.08702060483,False,True,True,False,False,False,False,True,20.867510692223604
159,35,0,4243,2.0,0.02,2022-08-19,359.0,10000.0,14306.900020371317,False,True,True,False,False,False,False,True,22.10172688159368
160,44,1,2265,3.0,0.22,2024-04-12,574.0,10000.0,6693.74203294808,True,False,True,False,False,False,False,False,28.13202128364537
161,23,3,3055,3.0,0.35,2020-06-15,385.0,5000.0,1798.0125221383746,False,True,False,True,True,False,False,False,31.829593958071627
162,42,4,1203,3.0,0.38,2024-06-03,574.0,5000.0,10497.778053549608,False,True,True,False,False,False,False,False,29.85741539798391
163,62,0,4340,2.0,0.7,2021-12-19,698.0,1004.67,500.0,True,False,False,True,True,False,False,False,31.510655981589867
164,23,0,1676,3.0,0.04,2022-08-24,657.0,10000.0,500.0,True,False,True,False,False,False,True,False,31.61841094900402
165,23,2,531,1.0,0.96,2020-12-17,574.0,5000.0,500.0,False,True,False,True,False,True,False,False,16.00815010228762
166,22,2,1733,3.0,0.64,2025-04-08,574.0,1411.64,6372.475344505444,True,False,False,True,False,False,False,False,12.754483020293668
167,37,1,2743,5.0,0.49,2021-08-07,574.0,5000.0,16741.9804046619,False,True,True,False,False,True,False,False,30.84448730814512
168,27,4,500,2.0,0.23,2024-10-09,574.0,5000.0,14504.604268333092,False,True,True,False,False,False,False,True,27.72138726351525
169,49,2,1711,5.0,0.53,2022-06-10,574.0,5000.0,500.0,True,False,True,False,False,False,False,True,27.8662307185791
171,59,4,3498,3.0,0.86,2023-01-15,335.0,459.59,12032.654325077505,True,False,False,True,False,False,True,False,23.59792096609821
172,41,2,1882,5.0,0.2,2023-12-26,574.0,5000.0,28685.37160497041,False,True,True,False,False,False,False,True,26.055932554536337
173,45,1,1084,4.0,0.98,2024-08-11,820.0,10000.0,500.0,True,False,False,True,False,False,False,True,17.52262737543731
174,73,3,2345,3.0,0.86,2022-11-22,346.0,5000.0,500.0,True,False,True,False,False,False,False,True,26.475025883184774
175,43,0,2740,4.0,0.1,2025-01-30,486.0,773.51,6726.144540197254,True,False,True,False,False,True,False,False,21.63163575224872
176,60,0,1704,3.0,0.3,2021-06-17,574.0,5000.0,500.0,False,True,False,True,False,True,False,False,23.46338475149183
177,57,0,871,3.0,0.47,2024-10-19,706.0,5000.0,500.0,True,False,False,True,False,False,False,True,18.30107366298823
178,64,3,2589,3.0,0.7,2021-10-27,574.0,5000.0,20212.703427559845,True,False,True,False,False,False,False,True,24.264160369742182
179,49,4,1127,3.0,0.22,2025-06-04,830.0,5000.0,5504.582746306162,True,False,False,True,False,False,True,False,22.032416363708354
180,68,3,1526,3.0,0.49,2020-04-01,359.0,5000.0,8878.890939012841,True,False,True,False,False,False,False,False,24.682702943973304
181,23,1,1797,1.0,0.04,2024-01-07,595.0,546.16,500.0,True,False,True,False,False,True,False,False,16.148603372190593
182,40,0,2165,1.0,0.84,2022-09-28,846.0,887.1,500.0,True,False,False,True,False,False,True,False,30.849934324837797
183,72,2,2676,3.0,0.46,2025-04-03,574.0,5000.0,10124.44495985712,True,False,False,True,True,False,False,False,20.631790514910058
184,68,3,2107,5.0,0.84,2022-12-03,574.0,688.7,8921.973730630438,True,False,False,True,False,True,False,False,24.497511670074456
185,32,4,2063,3.0,0.38,2024-10-04,574.0,854.72,6035.446018551712,True,False,False,True,False,True,False,False,28.326035652042975
186,48,3,1290,5.0,0.49,2022-07-21,331.0,10000.0,8255.660172817976,False,True,False,True,False,True,False,False,22.96881975689599
187,75,0,1313,3.0,0.85,2025-02-09,805.0,1260.4,5083.612822428259,True,False,True,False,False,True,False,False,24.41238934315855
188,57,0,1029,3.0,0.52,2021-10-29,574.0,10000.0,500.0,True,False,False,True,False,False,True,False,13.440032830614548
189,75,0,2362,4.0,0.39,2023-04-26,491.0,5000.0,500.0,False,True,True,False,False,True,False,False,25.678397251956437
190,62,0,3735,3.0,0.4,2024-09-04,574.0,5000.0,500.0,False,True,False,True,False,True,False,False,20.988759074182067
191,37,1,2379,3.0,0.21,2023-04-28,487.0,5000.0,500.0,True,False,True,False,False,False,True,False,28.05207034115999
192,63,3,2170,3.0,0.15,2021-05-12,574.0,902.3,16629.25199108691,True,False,True,False,True,False,False,False,16.500943798752004
194,51,4,3353,3.0,0.86,2021-12-31,574.0,5000.0,29651.483306242997,False,True,True,False,False,False,False,False,35.80190085166197
195,31,4,1599,3.0,0.35,2024-01-06,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,23.00789202651915
196,31,4,1814,3.0,0.07,2023-10-19,574.0,5000.0,38558.79613385785,False,True,True,False,False,True,False,False,17.889273356401386
197,21,2,609,3.0,1.0,2024-12-28,574.0,723.68,500.0,False,True,False,True,True,False,False,False,25.238395295106066
198,20,1,3332,5.0,0.03,2021-08-28,660.0,5000.0,14791.054255033709,False,True,False,True,True,False,False,False,22.710411966873075
199,56,4,2204,3.0,0.81,2022-06-18,574.0,5000.0,24690.30817151772,True,False,True,False,False,False,False,False,35.40444187206375
200,42,0,3099,2.0,0.73,2021-03-04,574.0,5000.0,14232.322333697375,False,True,True,False,False,True,False,False,30.69399664914895
201,55,4,1771,0.0,0.09,2020-02-28,301.0,5000.0,500.0,True,False,False,True,False,False,False,False,22.409104567532744
202,25,3,5431,3.0,0.29,2022-01-22,505.0,5000.0,27702.156529405507,True,False,True,False,False,False,False,True,33.72944969829744
203,67,4,2979,4.0,0.56,2021-10-23,376.0,5000.0,30331.9324936551,True,False,True,False,False,False,False,True,24.249295657924993
204,49,0,3192,3.0,0.35,2023-05-01,574.0,621.78,500.0,False,True,False,True,False,False,False,True,20.28013628251582
205,47,2,3877,4.0,0.69,2021-09-27,574.0,780.64,26198.455079027182,True,False,True,False,False,True,False,False,23.555497881415693
206,68,3,2128,3.0,0.18,2020-07-12,574.0,5000.0,500.0,False,True,False,True,True,False,False,False,32.659602412129956
207,19,0,1772,3.0,0.42,2022-02-20,574.0,10000.0,12454.328982490384,False,True,True,False,False,True,False,False,23.825401299746215
208,65,1,5181,4.0,0.56,2021-05-08,574.0,10000.0,14858.463980839962,False,True,True,False,False,False,False,True,19.034980856247824
209,75,2,3746,3.0,0.73,2021-04-28,574.0,1002.34,16415.71124195981,False,True,False,True,False,False,False,False,25.976562499999996
210,53,3,2952,0.0,0.03,2021-09-15,630.0,1101.41,24462.730419394706,False,True,False,True,True,False,False,False,13.729327105163488
211,59,0,500,3.0,0.38,2023-09-09,574.0,672.52,500.0,False,True,False,True,True,False,False,False,34.06931168677467
212,20,2,500,2.0,0.2,2024-12-25,574.0,921.64,500.0,True,False,True,False,True,False,False,False,29.9865247417695
213,34,4,1863,4.0,0.92,2024-02-13,574.0,5000.0,14449.054890309168,False,True,True,False,False,False,True,False,13.740824404726714
214,54,0,1363,4.0,0.44,2020-11-24,574.0,10000.0,500.0,False,True,False,True,False,False,True,False,29.636634876658313
215,73,1,3806,3.0,0.29,2020-04-09,574.0,5000.0,500.0,False,True,False,True,False,False,False,False,27.313844734567677
216,67,1,951,3.0,0.35,2024-03-10,329.0,5000.0,500.0,True,False,True,False,True,False,False,False,23.867305138531506
217,25,0,500,3.0,0.26,2022-09-01,574.0,10000.0,500.0,True,False,True,False,False,False,False,False,27.420775750562235
218,66,3,2612,1.0,0.25,2021-08-12,574.0,1616.31,500.0,True,False,True,False,True,False,False,False,25.30026159515762
219,69,0,936,2.0,0.28,2023-01-30,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,20.820954579870545
220,59,3,1251,4.0,0.86,2022-05-19,710.0,926.12,4878.545755190827,False,True,True,False,False,False,True,False,25.63599844279822
